                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    325,                0.31945,                0.24421,                0.84627,                0.99664,                      1,                  0.995,                0.90615,                0.52229,                0.26475,                0.94613,             0.00071696,             0.00071696,             0.00071696
                    326,                0.31552,                0.24307,                0.82761,                0.99656,                      1,                  0.995,                0.90209,                 0.5307,                0.26378,                0.95363,               0.000713,               0.000713,               0.000713
                    327,                0.32398,                0.23276,                0.82277,                0.99657,                      1,                  0.995,                0.90802,                0.51907,                0.28322,                0.95193,             0.00070904,             0.00070904,             0.00070904
                    328,                0.31192,                0.24238,                0.83575,                0.99654,                      1,                  0.995,                0.90875,                0.51673,                0.26907,                0.94914,             0.00070508,             0.00070508,             0.00070508
                    329,                0.31168,                0.23283,                0.81208,                0.99656,                      1,                  0.995,                0.90809,                0.51879,                0.26682,                0.94888,             0.00070112,             0.00070112,             0.00070112
                    330,                0.29384,                0.24086,                0.82024,                0.99653,                      1,                  0.995,                0.89928,                 0.5126,                0.25418,                 0.9459,             0.00069716,             0.00069716,             0.00069716
                    331,                0.30424,                0.23625,                0.82166,                0.99652,                      1,                  0.995,                0.88594,                 0.5215,                0.25618,                0.95027,              0.0006932,              0.0006932,              0.0006932
                    332,                0.30361,                 0.2359,                0.81818,                0.99655,                      1,                  0.995,                0.88173,                 0.5375,                0.27002,                0.95628,             0.00068924,             0.00068924,             0.00068924
                    333,                 0.2981,                0.22718,                0.82981,                0.99652,                      1,                  0.995,                0.89915,                0.53945,                0.26958,                0.95682,             0.00068528,             0.00068528,             0.00068528
                    334,                0.31543,                0.23368,                0.85266,                0.99656,                      1,                  0.995,                0.88861,                0.51983,                 0.2516,                0.95202,             0.00068132,             0.00068132,             0.00068132
                    335,                0.32282,                0.24592,                0.84966,                0.99656,                      1,                  0.995,                0.88902,                0.52537,                  0.254,                0.95087,             0.00067736,             0.00067736,             0.00067736
                    336,                0.32025,                0.25617,                0.83652,                0.99651,                      1,                  0.995,                 0.8744,                0.52844,                0.26279,                0.95047,              0.0006734,              0.0006734,              0.0006734
                    337,                0.31183,                0.23157,                0.80795,                0.99655,                      1,                  0.995,                0.88181,                0.53527,                 0.2565,                0.95361,             0.00066944,             0.00066944,             0.00066944
                    338,                0.33499,                0.24892,                0.84641,                0.99656,                      1,                  0.995,                0.89638,                0.53307,                0.24873,                0.95621,             0.00066548,             0.00066548,             0.00066548
                    339,                0.31824,                0.22733,                0.81631,                0.99656,                      1,                  0.995,                0.90196,                0.53108,                0.25521,                0.95946,             0.00066152,             0.00066152,             0.00066152
                    340,                0.30699,                0.22619,                0.80598,                0.99651,                      1,                  0.995,                 0.8968,                0.52709,                0.24064,                0.95668,             0.00065756,             0.00065756,             0.00065756
                    341,                0.29027,                0.23073,                0.83614,                0.99652,                      1,                  0.995,                0.88287,                0.53225,                0.23947,                0.95496,              0.0006536,              0.0006536,              0.0006536
                    342,                0.32685,                0.25228,                0.83135,                0.99653,                      1,                  0.995,                0.89485,                  0.521,                0.24037,                0.95472,             0.00064964,             0.00064964,             0.00064964
                    343,                0.32938,                0.26064,                0.85307,                0.99658,                      1,                  0.995,                0.89642,                 0.5176,                0.24537,                 0.9533,             0.00064568,             0.00064568,             0.00064568
                    344,                0.28343,                 0.2271,                0.81531,                0.99653,                      1,                  0.995,                0.87322,                0.52357,                0.26189,                0.95519,             0.00064172,             0.00064172,             0.00064172
                    345,                0.25339,                0.21227,                0.79272,                0.99646,                      1,                  0.995,                0.87711,                0.52929,                0.26235,                 0.9575,             0.00063776,             0.00063776,             0.00063776
                    346,                0.29708,                0.23806,                0.81137,                0.99649,                      1,                  0.995,                0.88522,                0.51213,                 0.2627,                0.95591,              0.0006338,              0.0006338,              0.0006338
                    347,                0.35234,                 0.2587,                0.89066,                0.99654,                      1,                  0.995,                0.88373,                0.50623,                0.26439,                0.96209,             0.00062984,             0.00062984,             0.00062984
                    348,                0.29341,                0.23565,                0.82665,                0.99662,                      1,                  0.995,                0.89964,                0.50456,                0.25859,                0.96504,             0.00062588,             0.00062588,             0.00062588
                    349,                0.29587,                0.23388,                0.81091,                0.99663,                      1,                  0.995,                0.88233,                  0.507,                0.26326,                0.96445,             0.00062192,             0.00062192,             0.00062192
                    350,                0.29235,                 0.2275,                0.83578,                0.99663,                      1,                  0.995,                0.90493,                0.51461,                0.26496,                0.96489,             0.00061796,             0.00061796,             0.00061796
                    351,                0.28596,                0.24307,                0.83138,                 0.9966,                      1,                  0.995,                0.89032,                0.52027,                0.27094,                0.96259,               0.000614,               0.000614,               0.000614
                    352,                0.28436,                0.22822,                0.82967,                0.99665,                      1,                  0.995,                0.89256,                 0.5179,                0.26608,                  0.958,             0.00061004,             0.00061004,             0.00061004
                    353,                0.30664,                0.22255,                0.86071,                0.99663,                      1,                  0.995,                0.88971,                0.51623,                0.26079,                0.95928,             0.00060608,             0.00060608,             0.00060608
                    354,                0.28995,                0.24826,                0.83811,                0.99664,                      1,                  0.995,                0.88584,                0.50469,                0.25807,                0.95696,             0.00060212,             0.00060212,             0.00060212
                    355,                 0.2865,                0.21895,                0.80973,                0.99659,                      1,                  0.995,                0.89788,                0.49775,                0.25626,                0.95409,             0.00059816,             0.00059816,             0.00059816
                    356,                 0.3097,                0.23308,                0.84071,                 0.9966,                      1,                  0.995,                0.89493,                0.49396,                 0.2604,                0.95216,              0.0005942,              0.0005942,              0.0005942
                    357,                0.29565,                0.22539,                0.84698,                0.99659,                      1,                  0.995,                0.89913,                0.49484,                0.25238,                0.95092,             0.00059024,             0.00059024,             0.00059024
                    358,                0.29311,                0.22493,                 0.8279,                0.99655,                      1,                  0.995,                0.89246,                 0.5049,                0.26775,                0.95369,             0.00058628,             0.00058628,             0.00058628
                    359,                0.31244,                 0.2434,                0.86145,                0.99656,                      1,                  0.995,                0.91182,                0.51434,                 0.2568,                0.95908,             0.00058232,             0.00058232,             0.00058232
                    360,                0.29467,                0.23964,                0.82382,                      1,                      1,                  0.995,                 0.9144,                0.52596,                0.26336,                0.96418,             0.00057836,             0.00057836,             0.00057836
                    361,                0.29842,                0.22824,                0.80009,                      1,                      1,                  0.995,                0.90361,                0.52382,                0.25637,                 0.9629,              0.0005744,              0.0005744,              0.0005744
                    362,                0.28944,                0.22974,                0.80579,                      1,                      1,                  0.995,                0.90477,                0.51688,                0.25407,                0.96234,             0.00057044,             0.00057044,             0.00057044
                    363,                0.26852,                0.22938,                0.80431,                0.99664,                      1,                  0.995,                0.89523,                0.50887,                0.24399,                0.96036,             0.00056648,             0.00056648,             0.00056648
                    364,                0.28604,                0.22831,                 0.8423,                      1,                      1,                  0.995,                0.89871,                0.51063,                 0.2501,                0.95895,             0.00056252,             0.00056252,             0.00056252
                    365,                0.29179,                 0.2294,                0.82689,                      1,                      1,                  0.995,                0.90426,                0.51708,                0.23868,                0.95992,             0.00055856,             0.00055856,             0.00055856
                    366,                0.29505,                0.23018,                0.84493,                      1,                      1,                  0.995,                0.89841,                0.50988,                 0.2406,                0.96203,              0.0005546,              0.0005546,              0.0005546
                    367,                0.30769,                0.23588,                0.81659,                      1,                      1,                  0.995,                0.92022,                0.50834,                0.22966,                0.96654,             0.00055064,             0.00055064,             0.00055064
                    368,                0.28272,                0.22123,                0.80707,                      1,                      1,                  0.995,                0.90887,                0.50237,                0.23145,                 0.9663,             0.00054668,             0.00054668,             0.00054668
                    369,                0.30125,                0.22287,                0.83636,                      1,                      1,                  0.995,                0.91809,                0.49913,                0.23687,                0.96449,             0.00054272,             0.00054272,             0.00054272
                    370,                0.32338,                0.23004,                0.82003,                      1,                      1,                  0.995,                0.91734,                0.50317,                 0.2393,                0.96275,             0.00053876,             0.00053876,             0.00053876
                    371,                0.29339,                0.22942,                0.84143,                      1,                      1,                  0.995,                0.90814,                0.50616,                0.24364,                0.96044,              0.0005348,              0.0005348,              0.0005348
                    372,                0.29289,                 0.2227,                0.82225,                      1,                      1,                  0.995,                0.89218,                 0.5086,                0.24243,                0.95928,             0.00053084,             0.00053084,             0.00053084
                    373,                0.26562,                 0.2021,                0.81719,                      1,                      1,                  0.995,                0.89784,                0.51058,                0.24621,                0.96252,             0.00052688,             0.00052688,             0.00052688
                    374,                0.29315,                0.21399,                0.83228,                      1,                      1,                  0.995,                0.89893,                0.51615,                0.24708,                0.97248,             0.00052292,             0.00052292,             0.00052292
                    375,                0.33711,                0.24648,                0.84807,                      1,                      1,                  0.995,                0.91843,                0.51586,                0.26022,                0.97816,             0.00051896,             0.00051896,             0.00051896
                    376,                0.28656,                0.23156,                0.81069,                      1,                      1,                  0.995,                0.90592,                0.51672,                0.25545,                0.97903,               0.000515,               0.000515,               0.000515
                    377,                0.29388,                0.25098,                0.83405,                      1,                      1,                  0.995,                0.90829,                0.51019,                0.24506,                0.97711,             0.00051104,             0.00051104,             0.00051104
                    378,                0.34724,                0.24133,                0.83746,                      1,                      1,                  0.995,                0.89608,                0.50278,                0.24815,                0.97439,             0.00050708,             0.00050708,             0.00050708
                    379,                0.28504,                0.23997,                 0.8452,                0.99657,                      1,                  0.995,                0.88378,                0.49366,                0.23997,                0.97322,             0.00050312,             0.00050312,             0.00050312
                    380,                0.27313,                0.22303,                0.81922,                0.99657,                      1,                  0.995,                0.90148,                0.48489,                0.23658,                0.96912,             0.00049916,             0.00049916,             0.00049916
                    381,                0.27655,                0.22496,                0.81033,                0.99659,                      1,                  0.995,                0.91026,                0.47811,                0.23029,                 0.9622,              0.0004952,              0.0004952,              0.0004952
                    382,                0.27388,                0.20333,                0.83074,                 0.9966,                      1,                  0.995,                0.91718,                0.48675,                0.23336,                0.95438,             0.00049124,             0.00049124,             0.00049124
                    383,                0.28954,                0.23436,                 0.8338,                0.99664,                      1,                  0.995,                0.92637,                0.50434,                0.23449,                0.94766,             0.00048728,             0.00048728,             0.00048728
                    384,                0.26694,                0.20993,                0.81317,                      1,                      1,                  0.995,                0.92728,                0.50333,                  0.245,                0.94061,             0.00048332,             0.00048332,             0.00048332
                    385,                0.28658,                0.23212,                 0.8299,                      1,                      1,                  0.995,                0.92668,                0.49823,                0.24915,                0.93706,             0.00047936,             0.00047936,             0.00047936
                    386,                0.24233,                0.19841,                0.81189,                      1,                      1,                  0.995,                0.92656,                0.48891,                0.25475,                0.93346,              0.0004754,              0.0004754,              0.0004754
                    387,                0.29664,                0.22513,                0.82902,                      1,                      1,                  0.995,                0.92942,                0.49177,                0.25518,                0.93484,             0.00047144,             0.00047144,             0.00047144
                    388,                0.30309,                0.22511,                0.80136,                      1,                      1,                  0.995,                0.92594,                0.49599,                0.25698,                0.93956,             0.00046748,             0.00046748,             0.00046748
                    389,                0.26127,                0.21341,                0.80183,                      1,                      1,                  0.995,                0.93042,                0.50709,                0.24881,                0.94616,             0.00046352,             0.00046352,             0.00046352
                    390,                0.27951,                 0.2284,                 0.8325,                      1,                      1,                  0.995,                 0.9166,                0.52306,                0.24774,                0.95032,             0.00045956,             0.00045956,             0.00045956
                    391,                0.30394,                0.21979,                0.83097,                      1,                      1,                  0.995,                0.91279,                0.51739,                0.24876,                0.95498,              0.0004556,              0.0004556,              0.0004556
                    392,                0.28455,                0.20927,                0.83341,                      1,                      1,                  0.995,                0.89753,                0.50411,                0.24461,                0.96415,             0.00045164,             0.00045164,             0.00045164
                    393,                0.24905,                0.20132,                 0.7999,                      1,                      1,                  0.995,                0.90263,                0.49069,                0.24766,                0.96582,             0.00044768,             0.00044768,             0.00044768
                    394,                0.27181,                0.21546,                0.83403,                      1,                      1,                  0.995,                 0.8927,                0.48658,                 0.2412,                0.96954,             0.00044372,             0.00044372,             0.00044372
                    395,                0.28224,                0.22621,                0.84957,                      1,                      1,                  0.995,                0.89841,                0.48267,                 0.2411,                0.97006,             0.00043976,             0.00043976,             0.00043976
                    396,                0.27937,                  0.228,                0.82778,                      1,                      1,                  0.995,                0.89325,                0.49222,                0.24346,                0.97125,              0.0004358,              0.0004358,              0.0004358
                    397,                0.27308,                0.22284,                0.85205,                      1,                      1,                  0.995,                0.91024,                0.49944,                0.24026,                0.96288,             0.00043184,             0.00043184,             0.00043184
                    398,                0.29282,                0.23171,                0.82088,                      1,                      1,                  0.995,                0.88593,                0.51084,                0.24375,                0.95411,             0.00042788,             0.00042788,             0.00042788
                    399,                0.28027,                0.22791,                0.81962,                      1,                      1,                  0.995,                0.89748,                0.51224,                0.23883,                 0.9575,             0.00042392,             0.00042392,             0.00042392
                    400,                0.28365,                 0.2125,                0.82029,                      1,                      1,                  0.995,                 0.9047,                0.51638,                0.24211,                0.96078,             0.00041996,             0.00041996,             0.00041996
